cluster_0_gene_name	cluster_0_score	cluster_0_pval	cluster_0_pval_adj	cluster_0_log2foldchange	cluster_1_gene_name	cluster_1_score	cluster_1_pval	cluster_1_pval_adj	cluster_1_log2foldchange	cluster_2_gene_name	cluster_2_score	cluster_2_pval	cluster_2_pval_adj	cluster_2_log2foldchange	cluster_3_gene_name	cluster_3_score	cluster_3_pval	cluster_3_pval_adj	cluster_3_log2foldchange	cluster_4_gene_name	cluster_4_score	cluster_4_pval	cluster_4_pval_adj	cluster_4_log2foldchange	cluster_5_gene_name	cluster_5_score	cluster_5_pval	cluster_5_pval_adj	cluster_5_log2foldchange	cluster_6_gene_name	cluster_6_score	cluster_6_pval	cluster_6_pval_adj	cluster_6_log2foldchange	cluster_7_gene_name	cluster_7_score	cluster_7_pval	cluster_7_pval_adj	cluster_7_log2foldchange	cluster_8_gene_name	cluster_8_score	cluster_8_pval	cluster_8_pval_adj	cluster_8_log2foldchange	cluster_9_gene_name	cluster_9_score	cluster_9_pval	cluster_9_pval_adj	cluster_9_log2foldchange
exosc8	10.014368	1.3180215118363087e-23	1.323088795181775e-22	0.36841348	cox5aa	6.0739784	1.247793356543358e-09	1.3315107822526952e-08	0.12766205																										zhx3	4.1042137	4.0569246964434204e-05	0.0002453930367785974	0.38375637										
vdrb	10.012703	1.3403885634561555e-23	1.3450031918171335e-22	0.12256501	LOC101887036	6.0720243	1.2630783657163188e-09	1.3470288225133875e-08	0.22915852																										ercc8	4.097145	4.182770381038481e-05	0.00025288307373639787	2.238183										
cyp26a1	10.011684	1.3542746339408702e-23	1.3583932762849882e-22	0.48947185	fkbp7	6.071982	1.2634105009690314e-09	1.3470288225133875e-08	0.1395787																										cog3	4.0948396	4.224609880877469e-05	0.000255289467873854	1.1185526										
ccdc94	10.010073	1.3765100882404253e-23	1.3801440748733802e-22	0.2869626	chd1	6.071043	1.2708225708928902e-09	1.3543553810374654e-08	0.20593716																										slc7a5_1	4.08991	4.315404418821323e-05	0.0002607132493665348	9.194557										
ndrg1a	9.9999075	1.5253951751051958e-23	1.5288106940898376e-22	0.23756126	si:ch211-180m24.1	6.0705934	1.2743853548249304e-09	1.3575751510429964e-08	0.30345827																										get4	4.089308	4.326624764734617e-05	0.0002613281357899708	1.0837919										
nup37	9.993529	1.6268464040253745e-23	1.6298374086051174e-22	0.4346353	traf7	6.0696607	1.2818096435896106e-09	1.3649040155572293e-08	0.17129306																										fam13b	4.08685	4.372696435663994e-05	0.0002639836436810059	3.5053782										
LOC101886419	9.98818	1.7170507321359096e-23	1.719520321682729e-22	0.25924507	calm3a	6.069173	1.2857065169099716e-09	1.3684721678499086e-08	0.1285834																										derl2	4.0851746	4.4043693656035326e-05	0.00026576774799763636	0.3057327										
klf2b	9.985433	1.7652858432352177e-23	1.7671188077689285e-22	0.68549806	fam162a	6.0683985	1.2919214137320804e-09	1.3745034871225945e-08	0.1720008																										zgc:114041	4.0830975	4.443935460952978e-05	0.0002680907009969852	0.8429906										
sf3b1	9.979278	1.878291450320319e-23	1.879491157434296e-22	0.29106623	LOC570835	6.066556	1.3068229957871224e-09	1.3897677222061947e-08	0.22068278																										cdk17	4.0821075	4.4629137271387775e-05	0.00026917082647849035	0.6090819										
hikeshi	9.975655	1.948128660563431e-23	1.9485950920065028e-22	0.2627535	calub	6.0662203	1.3095550076312402e-09	1.3916020655271172e-08	0.23883086																										LOC110438144	4.080626	4.491458423949802e-05	0.00027082727172173616	3.949427										
zgc:56064	9.963194	2.2085051610265195e-23	2.208152786848454e-22	0.27315786	tceb1b	6.0662074	1.3096582113534148e-09	1.3916020655271172e-08	0.11781111																										prkd3	4.0788884	4.5251590688113715e-05	0.0002727937403050164	3.8737943										
LOC108190743	9.960597	2.2669816258230808e-23	2.2657161655853806e-22	0.29166415	ddb1	6.065604	1.3145867953242354e-09	1.3962471445592069e-08	0.14827168																										sgca	4.0770745	4.560592369388472e-05	0.00027486368918271564	7.5389767										
caprin1b	9.959309	2.2965321229821863e-23	2.2943353604890985e-22	0.25023964	tapbp.1	6.0644493	1.3240635503191835e-09	1.4057169399534373e-08	0.19720373																										ctdsp1	4.0752745	4.596015193635808e-05	0.0002769320116434499	0.5755406										
ilf3b	9.958808	2.308145190741069e-23	2.30501861956636e-22	0.25031865	snx12	6.062544	1.3398538899847017e-09	1.4218788148330454e-08	0.14136699																										macrod2	4.0718193	4.664731926200212e-05	0.0002810049758763146	0.32857296										
uimc1	9.952165	2.4675569483641723e-23	2.4632330731858363e-22	0.22777298	atrnl1b	6.062187	1.3428294372738091e-09	1.4244334606307786e-08	0.50271183																										stau2	4.063955	4.824820456208438e-05	0.00029029992692107705	0.4065846										
phax	9.951889	2.474419979343431e-23	2.4691007644196833e-22	0.28480852	cwc22	6.060404	1.3578040590492615e-09	1.4397088216636542e-08	0.15373673																										ppt1	4.0588384	4.931744108844939e-05	0.00029666210182939106	0.37910536										
mn1a	9.950409	2.511498262266047e-23	2.505102086826929e-22	1.4596803	mdc1	6.0602117	1.3594263860740728e-09	1.4408195261451461e-08	0.14757034																										slc5a8l_1	4.057447	4.961212454944044e-05	0.0002982915600758633	5.139469										
mrpl38	9.949231	2.5413788282194728e-23	2.5338982381920966e-22	0.33879286	naa38	6.0585103	1.373878289900405e-09	1.4555212685817224e-08	0.13389371																										pigo	4.05726	4.965183582237372e-05	0.0002984587330272469	0.23451579										
pelo	9.948343	2.5641650305204296e-23	2.5556008212733636e-22	0.27577835	derl1	6.0555196	1.399649561884274e-09	1.4815716181668585e-08	0.15953092																										mrpl3	4.0524273	5.0688965146839565e-05	0.000304619899393594	0.79265314										
gpkow	9.938075	2.8426614771102194e-23	2.830915875456685e-22	0.18364735	syvn1	6.05541	1.4006042046647837e-09	1.4819563104317209e-08	0.27409083																										isca1	4.051735	5.0839221903688145e-05	0.00030537558691673227	1.0607097										
sept15_1	9.937036	2.872484320400654e-23	2.8594794271311676e-22	0.26998523	zgc:113265	6.0542955	1.4103335094481969e-09	1.4916210864062657e-08	0.37516603																										ltb4r2a	4.0516796	5.085126066346607e-05	0.00030537558691673227	5.0607004										
g3bp2	9.935423	2.9193590364725293e-23	2.9049882337522996e-22	0.21359536	cisd1	6.0528054	1.4234457563642536e-09	1.504854126066064e-08	0.14180054																										alg5	4.051583	5.087233499485581e-05	0.00030542896981582173	0.3345529										
eef1db	9.932856	2.9955204409796287e-23	2.9795918799045784e-22	0.24432273	cul3a	6.052221	1.4286227533904233e-09	1.509690469497654e-08	0.14946227																										plekhm2	4.047886	5.1682377830544315e-05	0.0003100695267353815	1.4129742										
efhd1	9.932468	3.0071686537645025e-23	2.9899916491575176e-22	0.22531842	gna13a	6.0495343	1.4526514319293627e-09	1.5344357687628066e-08	0.10520206																										dtx4	4.045968	5.2107368686729036e-05	0.00031254446123511607	1.9993672										
ccdc124	9.92904	3.112379803487545e-23	3.093374788034053e-22	0.63211364	LOC108179036	6.0483565	1.4633077869996032e-09	1.5450409852119652e-08	0.15408798																										trappc11	4.0457397	5.215821957608668e-05	0.0003127746248550691	0.24510922										
zgc:171480	9.927853	3.1496541173561946e-23	3.129180741405088e-22	0.2464371	ppie_1	6.047671	1.4695495164862816e-09	1.5509780286419004e-08	0.20216998																										zgc:158270	4.043261	5.2712905527525325e-05	0.00031579868306714863	0.7411301										
acaa2	9.926166	3.203370546385067e-23	3.1812870885771823e-22	0.22283913	si:dkeyp-2e4.2	6.0467653	1.477828345222645e-09	1.5590591456797482e-08	0.4887075																										qtrt1	4.0431085	5.2747174043409135e-05	0.000315928474210775	0.87172973										
gatd1	9.925253	3.232822550476106e-23	3.209264556444914e-22	0.45482007	smarcb1a_1	6.0463767	1.4813930847172088e-09	1.5621623500850464e-08	0.14253299																										LOC100537553	4.0379024	5.393130874024249e-05	0.0003229436657627612	5.947237										
mcl1a	9.924516	3.256790888203572e-23	3.2317783216037505e-22	0.27309063	lgals3a	6.044374	1.4999121072781489e-09	1.5810259411704828e-08	0.12990755																										pdxka	4.0338593	5.486823166421161e-05	0.00032847554212924005	0.9776114										
eprs	9.923957	3.275084107262131e-23	3.2486449636973717e-22	0.3762123	rer1	6.04307	1.512093017974674e-09	1.593195611120352e-08	0.16080937																										gosr2	4.033028	5.506265040297001e-05	0.00032956074379198813	0.20861317										
si:dkey-31c13.1	9.920757	3.381793451893022e-23	3.353165928210067e-22	0.36042637	sdf2	6.0416937	1.5250485812923635e-09	1.60617091338968e-08	0.15404084																										apeh	4.0319757	5.5309851124201054e-05	0.0003308822740523207	0.556336										
cul3a	9.91878	3.449458157505378e-23	3.4189054241213845e-22	0.22195745	si:ch211-145c1.1	6.0414042	1.5277845610055498e-09	1.608376640326128e-08	0.08747626																										zgc:173556	4.0310345	5.553192155616351e-05	0.0003321315069737042	0.3759505										
LOC103909305	9.913313	3.6436086922257347e-23	3.609908912226493e-22	0.44353554	phldb2b	6.04006	1.5405688264783951e-09	1.6211544166459888e-08	0.26635194																										ube2d2l	4.0264997	5.6613333263582775e-05	0.0003384378277092692	0.26161036										
acsf2	9.911058	3.7267527055555976e-23	3.6908251014404034e-22	0.310841	gne	6.0383296	1.5571793798016571e-09	1.6379462162865436e-08	0.17138572																										zgc:193801	4.025953	5.6745102953315435e-05	0.00033914467110820334	0.3747316										
glud1b	9.910373	3.7524215849012406e-23	3.7147788091285347e-22	0.24485125	esd	6.0375023	1.5651815723856186e-09	1.6456728730460533e-08	0.11806905																										LOC108180799	4.0213833	5.78573716543712e-05	0.0003455451222035903	1.1328892										
mad1l1	9.903229	4.03047199680333e-23	3.9884647087197897e-22	0.17465052	tyms	6.0363393	1.5764973443667998e-09	1.656875573748352e-08	0.1689142																										zgc:158263	4.0151663	5.940392578446251e-05	0.00035444389519479586	6.0080376										
usp39	9.895571	4.3511946436634824e-23	4.304145419813293e-22	0.21614034	ptpn21	6.034655	1.593027170723042e-09	1.673546482034525e-08	0.21510251																										klhdc10	4.014737	5.9512135653282886e-05	0.0003549518333319016	2.0061517										
dldh	9.893151	4.457688360240831e-23	4.407748182950559e-22	0.22748232	tfip11	6.0345306	1.5942559841333704e-09	1.6741357561075434e-08	0.14541422																										rnf38	4.0140033	5.9697572107298264e-05	0.00035594180362548487	0.39071357										
oxsr1a	9.8895	4.6233252853403485e-23	4.569726798199574e-22	0.3521231	zbtb2b	6.033621	1.6032606340136208e-09	1.6828865599742636e-08	0.16426283																										tnfaip3	4.013858	5.9734374395161704e-05	0.00035607653474176534	2.6642442										
mettl1	9.889089	4.6423650643788396e-23	4.586737197623965e-22	0.38579458	dtl	6.0334644	1.6048116534415816e-09	1.6838094979140512e-08	0.13460521																										si:dkey-228b2.5	4.013546	5.981330879652737e-05	0.0003564622915581919	1.1871927										
bc2	9.88845	4.6720732314103795e-23	4.614270591746753e-22	0.24497367	fkbp2	6.031025	1.6292317816300291e-09	1.708716478591561e-08	0.13107012																										myd88	4.0114694	6.034206766812764e-05	0.0003595279933846654	2.6315315										
zgc:111986	9.886707	4.7540644211176973e-23	4.693398140202293e-22	0.35110235	sirt7	6.0300455	1.6391351483659974e-09	1.7183840079022204e-08	0.19073232																										LOC100536860	4.0079727	6.124215420292901e-05	0.0003648041438333219	0.42031032										
znf1167	9.881531	5.006227065966531e-23	4.940397151004609e-22	0.3880848	glrx	6.0296845	1.6427996538026345e-09	1.7215056907281286e-08	0.13697666																										brd4	4.0030437	6.253280430638591e-05	0.00037240372362648354	0.33168447										
maml1	9.880131	5.076673433833397e-23	5.007945544764578e-22	0.21889459	si:ch73-71c20.5	6.029526	1.644409410564917e-09	1.7224724732645302e-08	0.2554044																										si:dkey-217l24.1	4.002275	6.273632061373027e-05	0.0003735269863429366	4.8889112										
nnt	9.879226	5.1227168938546024e-23	5.051377720745849e-22	0.19888358	efcab7	6.028851	1.6512949939148154e-09	1.7289624192760552e-08	0.4614205																										si:ch211-11k18.4	3.999561	6.346007346020425e-05	0.0003777464263484872	0.3459399										
rab5aa	9.877535	5.2098729192209027e-23	5.135299826708264e-22	0.22343764	chmp1b	6.028703	1.6528049562845418e-09	1.7298208365022265e-08	0.20570834																										dirc2	3.9977472	6.394820516846467e-05	0.00038056165972287173	0.77926266										
uqcc1	9.874047	5.394336623193212e-23	5.3150330895031865e-22	0.3345807	si:ch1073-357b18.4	6.0282307	1.657645883221239e-09	1.734163259967595e-08	0.14433701																										baiap2l2b	3.9945486	6.481762697232974e-05	0.0003855525955596624	7.878796										
LOC110439554	9.873715	5.412206678897275e-23	5.330545092858118e-22	0.41514802	cdk7	6.028013	1.6598764798683022e-09	1.7357723756520175e-08	0.16216595																										mhc1zba	3.9932125	6.518412994817259e-05	0.0003876406645980769	1.3589906										
zgc:113054	9.870255	5.602159563605233e-23	5.515464714113463e-22	0.25796553	eif4ebp2	6.027764	1.6624355157675234e-09	1.7376568479781218e-08	0.16169223																										qsox2	3.9930394	6.523174766232571e-05	0.00038783182801324867	0.97238445										
hist2h3ca1	9.863052	6.019124599824758e-23	5.923650460118076e-22	0.26420793	zgc:153293	6.027703	1.6630650196678827e-09	1.7376568479781218e-08	0.17101021																										LOC101883319	3.9872515	6.68431746974262e-05	0.0003969417239909228	3.346541										
hspa4a	9.857355	6.370514809774064e-23	6.267006445125459e-22	0.24297145	LOC101885612	6.0269556	1.6707680578069774e-09	1.744978005707904e-08	0.13510992																										ankrd12	3.9864552	6.706776744578329e-05	0.0003979925802073873	0.41629398										
soul4	9.857196	6.380650473422862e-23	6.274514898658982e-22	0.2999513	tfpt	6.025259	1.6883924748525027e-09	1.7626508027760444e-08	0.13145758																										icn2	3.9841497	6.772214448812059e-05	0.0004017806565063268	9.469754										
gemin6	9.848838	6.934110476721945e-23	6.810752868711296e-22	0.421815	zdhhc8b	6.024132	1.700198229225357e-09	1.7742368365429974e-08	0.72538495																										LOC103910189	3.9840252	6.775768777287745e-05	0.0004018964036239816	8.4837										
prdm10	9.843958	7.278973809795245e-23	7.146680670439781e-22	0.28800625	alg6	6.0227175	1.7151245160970966e-09	1.789068294652094e-08	0.15942954																										akap12b_1	3.9836307	6.787035799561685e-05	0.00040246945671117384	0.44597015										
LOC100005536	9.842203	7.407049960214157e-23	7.269581609347223e-22	0.27110866	si:ch211-214c7.4	6.020018	1.74397348229159e-09	1.818404297301206e-08	0.09731947																										spint1b	3.979705	6.900082449122984e-05	0.0004088828999284084	0.42234042										
zgc:173720	9.83986	7.581654497047201e-23	7.438033331623685e-22	0.42064658	pole2	6.0150733	1.7980532712064037e-09	1.874012611062774e-08	0.19889744																										sp1	3.9780643	6.947860736288011e-05	0.00041161682159252016	0.51376665										
chchd3a	9.83771	7.745350648500711e-23	7.59565568682781e-22	0.2950147	stau2	6.014246	1.807259345943989e-09	1.8825819531916267e-08	0.17987356																										pkdccb	3.9779327	6.95170458487634e-05	0.0004117472285550812	0.26235095										
senp6a	9.834132	8.025661358660125e-23	7.867470771066668e-22	0.35687703	coa1	6.0141997	1.8077773722701052e-09	1.8825819531916267e-08	0.18797763																										larp1b	3.9752603	7.030232402865885e-05	0.0004162017132976766	0.46156377										
farsb	9.83344	8.08101074664405e-23	7.918632344620007e-22	0.34063962	suclg1	6.0128403	1.8230056850923402e-09	1.8976520142244434e-08	0.11283385																										creb3l4	3.9714663	7.143160028715019e-05	0.00042268755731768336	4.3098497										
gdpd5b	9.829188	8.429523025956119e-23	8.256913801040097e-22	0.24220993	abi2b	6.0123425	1.8286174826149915e-09	1.902703437908982e-08	0.14513786																										tm2d1	3.9682953	7.23885532972891e-05	0.00042824910949961024	0.9580942										
camlg	9.826626	8.646748811140519e-23	8.466383035158134e-22	0.3371192	slc25a39	6.010622	1.8481269384105562e-09	1.922205387477137e-08	0.16074863																										kiaa0355	3.9609013	7.466737163745159e-05	0.0004413139206471024	1.2417074										
si:ch211-113a14.22	9.824636	8.819206793235454e-23	8.631871826600543e-22	0.2710421	LOC100331639	6.0091596	1.86487537744028e-09	1.9388206640778953e-08	0.15604551																										uimc1	3.9591568	7.521487687054788e-05	0.0004442356511868882	0.3673048										
zfr2	9.82183	9.068260564733224e-23	8.872170933473965e-22	0.35663658	rpn1	6.009037	1.866283810173729e-09	1.9394805135080718e-08	0.15617476																										slc7a6os	3.9540195	7.684910599183314e-05	0.00045356715111638556	0.23536988										
LOC100534722	9.82131	9.115160380813461e-23	8.914577062250107e-22	0.35293293	oaz1a	6.008383	1.873829231568348e-09	1.9465148577908087e-08	0.13756098																										snx5	3.9539227	7.688026082705641e-05	0.0004536442132511761	0.95430255										
ncl1	9.820773	9.163788939316762e-23	8.95864015416981e-22	0.23366156	siva1	6.0079904	1.878370742820359e-09	1.95042423527486e-08	0.17249523																										pon1	3.9531682	7.712323223976542e-05	0.0004549708023821982	4.3071556										
pak1	9.81818	9.402598734037341e-23	9.18852007280234e-22	0.23309849	wipi2	6.0073867	1.8853748573262187e-09	1.9568863840057556e-08	0.2003884																										zmp:0000001114	3.9472487	7.905444968361965e-05	0.000465815429188907	0.41056377										
ube3a	9.813561	9.843167935787306e-23	9.615309722464716e-22	0.23049344	ldha	6.0071273	1.8883949355669977e-09	1.95920974565076e-08	0.45484197																										smpd5	3.9451785	7.974053456483868e-05	0.00046974764733307783	5.4942975										
eif3ha	9.81269	9.928625318529858e-23	9.695010605152685e-22	0.2504099	si:dkey-75a21.2	6.0049763	1.9135968718289236e-09	1.9845353408880347e-08	0.19010504																										cfl2	3.9449916	7.980276503294092e-05	0.00047000378484861305	0.5786594										
ubr5	9.808448	1.0354865326676744e-22	1.0107284045112122e-21	0.21619357	glrx5	6.0009346	1.9618482675342707e-09	2.0328932895417125e-08	0.14724334																										gabarapa_1	3.944784	7.987196384130074e-05	0.0004703008328978258	0.37136462										
numa1	9.805237	1.0689637180302132e-22	1.0429990095813672e-21	0.2622786	zcchc10	5.999573	1.9783653369314072e-09	2.0491613857653988e-08	0.10646923																										pkma	3.9356728	8.296391761225744e-05	0.000487933730377486	0.5934368										
apip	9.801083	1.1138487284044158e-22	1.0863709037426104e-21	0.27676967	aldh3b2	5.9994216	1.9802174870285896e-09	2.0502326117248503e-08	0.3708062																										si:ch211-248e11.2	3.934759	8.328021922728162e-05	0.0004896790933969133	1.8168815										
yme1l1b	9.799761	1.1285271686575265e-22	1.1002591213368168e-21	0.33210412	znf983	5.997186	2.007655473577751e-09	2.0775996633995508e-08	0.28134894																										sh3bp5la	3.9325435	8.405174790042078e-05	0.0004939838482700931	0.2597994										
rps2	9.79625	1.1684309178366867e-22	1.1387204271576356e-21	0.21825996	LOC565999	5.9971337	2.008307661540378e-09	2.0775996633995508e-08	0.17959662																										ccm2	3.9305704	8.474457290509515e-05	0.0004979389274353293	0.33261585										
LOC103908680	9.786782	1.2831398195287747e-22	1.250026533863516e-21	0.23398823	kdm2aa	5.9968805	2.0114410380376318e-09	2.0799827169740624e-08	0.17539777																										ccz1	3.9302728	8.484957175733378e-05	0.0004984390357790786	0.5500231										
si:ch211-113a14.15	9.780213	1.3692109758584337e-22	1.33335828752399e-21	0.21315354	dnal1	5.995749	2.025495031789776e-09	2.093651895539898e-08	0.18895733																										LOC108182861	3.9166477	8.97888306059602e-05	0.0005269601563963939	0.3473082										
akt2	9.779825	1.3744826282433696e-22	1.3379720993999342e-21	0.18174785	rbm12	5.9954686	2.028997096953676e-09	2.096407305533423e-08	0.15325986																										golph3	3.9097245	9.240149952555352e-05	0.0005420397816773986	0.56887424										
LOC101884223	9.775769	1.430657532944942e-22	1.392114197235944e-21	0.5657844	blzf1	5.994263	2.0440994242478536e-09	2.110463506439871e-08	0.15717876																										slc43a2b	3.9080489	9.304446952563018e-05	0.0005455561808489932	1.5198201										
prkcbp1l	9.773926	1.4569532110205873e-22	1.4171513072348483e-21	0.184443	grcc10	5.9942484	2.0442852444091627e-09	2.110463506439871e-08	0.12929347																										map2k4b	3.9075503	9.323658048931165e-05	0.000546554753635427	0.32263592										
zgc:153990	9.7718725	1.4867887489588284e-22	1.4450794848763522e-21	0.29784557	mpzl2b	5.993647	2.0518647701507933e-09	2.117416316533544e-08	0.16350065																										yipf1	3.9069204	9.347992335734133e-05	0.0005478531117313813	0.96788645										
si:ch73-138n13.1	9.77187	1.4868187949796985e-22	1.4450794848763522e-21	0.20479038	zgc:165515	5.9930897	2.0589102261787398e-09	2.1238124991521106e-08	0.19877687																										atp6v1c1a	3.8993948	9.643342534535444e-05	0.0005648794554858612	0.7965243										
thoc2	9.766561	1.5668160911394627e-22	1.5222407806396036e-21	0.19203727	mdh2	5.9924946	2.0664620869520466e-09	2.1307255726672148e-08	0.12932087																										mob2b	3.8988962	9.663213689347353e-05	0.0005657979778957737	0.7938208										
LOC110437777	9.7651825	1.5882578207776511e-22	1.542474642991577e-21	0.32234812	prdm10	5.9916167	2.0776517083887677e-09	2.1413823076674692e-08	0.21428725																										creld1	3.8982732	9.688107003023844e-05	0.0005671230502984486	0.7506733										
txnipa	9.76395	1.607683443645916e-22	1.560735600248975e-21	0.17732812	nup35	5.990331	2.0941391954068746e-09	2.1574884123332807e-08	0.15002246																										gab2	3.8975394	9.717503445027659e-05	0.000568708306144081	4.245881										
zgc:174890	9.762613	1.629020717106821e-22	1.5808375259388146e-21	0.42597604	pcid2	5.9897995	2.100998825285375e-09	2.1636662512162368e-08	0.14480382																										h1f0	3.897484	9.719725458873545e-05	0.000568708306144081	0.8479871										
rnaset2	9.75932	1.6827997186835894e-22	1.6323938757168287e-21	0.20174982	ythdc1	5.983998	2.177265045446903e-09	2.2403664051384263e-08	0.29904544																										s100z	3.8966532	9.753113286258573e-05	0.0005705286759238212	4.801999										
mrps25	9.756876	1.7238402069782048e-22	1.6715581674319414e-21	0.26405606	rcn1	5.982187	2.201616186741457e-09	2.2644936945778154e-08	0.17535748																										ugcg	3.8909068	9.987027579115306e-05	0.0005839394292001499	0.95606077										
arhgef2	9.746686	1.9058908124980377e-22	1.84665864345094e-21	0.2963954	srbd1	5.9818997	2.2055003214513447e-09	2.2675582878383678e-08	0.35030133																										LOC103910015	3.8908238	9.990447991868313e-05	0.0005840031934798768	0.61191016										
si:ch73-382f3.1	9.740364	2.028255060684259e-22	1.9644606395329073e-21	0.3750256	auh	5.981121	2.2160725489647944e-09	2.277493829944712e-08	0.14591989																										cst14a.1	3.8898613	0.00010030148449304081	0.0005860505851521122	0.46661887										
rtfdc1	9.737096	2.0945557869259973e-22	2.0278924432246832e-21	0.22573127	snupn	5.9797196	2.235221306272863e-09	2.296231855042442e-08	0.16456285																										zgc:113229	3.887092	0.00010145226921466722	0.0005926363505324746	4.5861616										
nktr	9.7353325	2.1311862749959056e-22	2.0625604312373504e-21	0.19481781	gpx8	5.9787297	2.2488435855595596e-09	2.3092795295221596e-08	0.1435493																										LOC101885311	3.8867943	0.00010157671775593119	0.0005932250715913727	8.033223										
mtf2	9.730379	2.2375732030342395e-22	2.1646858320052586e-21	0.3266285	thoc5	5.977514	2.2656843986611347e-09	2.325620193973792e-08	0.15337384																										kiaa1958	3.884572	0.00010251030374588422	0.0005983985267103712	1.7090096										
gcat	9.727022	2.312641265905316e-22	2.2364454464190836e-21	0.30307484	smim8	5.976495	2.2799007638621605e-09	2.3392547092496485e-08	0.25463867																										rab11fip1b	3.878694	0.00010501869728335043	0.0006124706063528298	1.0963892										
si:ch73-36p18.5	9.726776	2.3182309069941454e-22	2.240986344570584e-21	0.20557766	dap1b	5.976349	2.281938753107096e-09	2.340387757176042e-08	0.13376136																										ipmka_1	3.8756895	0.00010632322688208242	0.0006199344045187899	7.622969										
lrp1ab	9.725765	2.3413827668460704e-22	2.2624942341466306e-21	0.1859743	exosc7	5.9742002	2.3122134955217013e-09	2.370468035940571e-08	0.22115299																										mtrf1l	3.872477	0.00010773483693034256	0.0006280189354641783	0.449004										
timm13	9.723565	2.392557626548778e-22	2.3110539293669237e-21	0.22576126	zgc:110269	5.97224	2.3401826140272015e-09	2.398160973148235e-08	0.15459631																										senp2	3.8714385	0.00010819494595768126	0.0006305544095269096	0.3185121										
tomm34	9.715461	2.5907518622397584e-22	2.5015325954892828e-21	0.2602292	znf740b	5.9720583	2.342788392312015e-09	2.3998501774292178e-08	0.15355898																										adarb1b	3.8704624	0.00010862913840797966	0.0006329376995198555	1.2485924										
napab	9.714813	2.60725428078725e-22	2.5164973354722068e-21	0.22311978	mrpl53	5.970125	2.3707189153685607e-09	2.427468967836125e-08	0.21033311																										capza1b_1	3.8680184	0.00010972338026181186	0.0006390163219429778	0.3144482										
tfb2m	9.710065	2.7316391737270818e-22	2.635537626198731e-21	0.54384476	meaf6	5.967139	2.414503461908257e-09	2.471292110093604e-08	0.1552738																										uqcr10	3.867797	0.00010982308739409589	0.0006394484340581666	0.29809284										
cdc42bpb	9.708439	2.7755435809384406e-22	2.676867079638436e-21	0.1308552	frs2b	5.9659905	2.431545295188181e-09	2.4877189538443647e-08	0.19195189																										cntf_1	3.866239	0.00011052657042647479	0.0006433950335137059	5.108948										
hmg20a	9.708094	2.7849782346403486e-22	2.6849332472882685e-21	0.21446519	ints4	5.965714	2.4356665891164934e-09	2.4909187565399437e-08	0.3238328																										tbk1	3.8658237	0.00011071488262266034	0.0006443415945715357	2.2642589										
tia1_3	9.707657	2.7969144711431516e-22	2.6954040036014703e-21	0.22213401	zgc:56304	5.964965	2.446869211261118e-09	2.501354961234551e-08	0.15806575																										tspo	3.8643422	0.00011138899732630396	0.0006479639375681446	0.3457255										
ptrhd1	9.7075405	2.80011725368734e-22	2.6974534619879654e-21	0.32785565	tomm20b	5.964403	2.4552961625303003e-09	2.50894633550691e-08	0.1488513																										vps37c	3.8635736	0.000111740178149928	0.0006498559873564027	1.8431938										
LOC797750	9.69804	3.073444792923882e-22	2.9596222504583185e-21	0.91594255	psma4	5.962088	2.4903490735347524e-09	2.5428234583675405e-08	0.1776888																										zp3	3.8583395	0.00011415992973056977	0.0006636207789022407	0.34820977										
zbtb48	9.694735	3.174622162556988e-22	3.0558786146948333e-21	0.21698059	eef1da	5.9620795	2.4904777747914756e-09	2.5428234583675405e-08	0.1432623																										col4a3bpa	3.8544626	0.00011598411129635622	0.0006740685679931521	1.064353										
psmg1	9.693046	3.2275722210070364e-22	3.1056554814496114e-21	0.25090465	csnk2a2a	5.961655	2.496953361185366e-09	2.548397107144641e-08	0.4860295																										zp3.2	3.8527524	0.00011679741159279164	0.0006786379042616865	0.34899795										
kdm5bb	9.690371	3.3132525266229735e-22	3.1868759720771856e-21	0.15961419	si:ch211-174j14.2	5.961406	2.5007625856362857e-09	2.5512460305884874e-08	0.09603629																										cpt1cb	3.8516378	0.00011733043062020062	0.0006814190393711651	3.598755										
zgc:101851	9.68638	3.4452168083309983e-22	3.3125356546844958e-21	0.2477059	stk24b	5.9593463	2.5324871513226177e-09	2.5825599241274503e-08	0.15492204																										lamtor5_1	3.8487716	0.00011871160354096655	0.0006892807631127791	0.23916715										
synj2bp	9.6850395	3.490723446955145e-22	3.3550028344086528e-21	0.34228697	si:rp71-15i12.1	5.9573584	2.5634781074816072e-09	2.6131005385170378e-08	0.3294185																										adck5	3.8457253	0.0001201963146709264	0.0006977398850258086	0.14546575										
toe1	9.680411	3.652426927333864e-22	3.509073720220415e-21	0.5235307	irs2b	5.9556046	2.591123663822345e-09	2.6402075511126383e-08	0.21507913																										kif13bb	3.840713	0.0001226775084334629	0.0007114841338253543	2.6989274										
itsn1	9.679429	3.6876982119174975e-22	3.541603194633103e-21	0.3242816	med23	5.952479	2.6411148755134547e-09	2.6900522336294292e-08	0.16033094																										dnmt3aa	3.840069	0.00012299970256849277	0.000713187727175998	2.7178817										
tmem209	9.67689	3.780383537559483e-22	3.629226110780008e-21	0.2259395	sirt6	5.9498787	2.683415687604096e-09	2.7320267110269808e-08	0.14603104																										fam83c	3.838816	0.00012362905700911321	0.0007166711246508862	1.6067945										
