cluster_0_gene_name	cluster_0_score	cluster_0_pval	cluster_0_pval_adj	cluster_0_log2foldchange	cluster_1_gene_name	cluster_1_score	cluster_1_pval	cluster_1_pval_adj	cluster_1_log2foldchange	cluster_2_gene_name	cluster_2_score	cluster_2_pval	cluster_2_pval_adj	cluster_2_log2foldchange	cluster_3_gene_name	cluster_3_score	cluster_3_pval	cluster_3_pval_adj	cluster_3_log2foldchange	cluster_4_gene_name	cluster_4_score	cluster_4_pval	cluster_4_pval_adj	cluster_4_log2foldchange	cluster_5_gene_name	cluster_5_score	cluster_5_pval	cluster_5_pval_adj	cluster_5_log2foldchange	cluster_6_gene_name	cluster_6_score	cluster_6_pval	cluster_6_pval_adj	cluster_6_log2foldchange	cluster_7_gene_name	cluster_7_score	cluster_7_pval	cluster_7_pval_adj	cluster_7_log2foldchange	cluster_8_gene_name	cluster_8_score	cluster_8_pval	cluster_8_pval_adj	cluster_8_log2foldchange	cluster_9_gene_name	cluster_9_score	cluster_9_pval	cluster_9_pval_adj	cluster_9_log2foldchange
si:ch211-160o17.4	9.6694765	4.064521881446144e-22	3.900509398174925e-21	0.23822677	gnsb	5.949604	2.68791754241256e-09	2.7354990303740654e-08	0.24280575																										slc25a25b	3.8358529	0.0001251293515953212	0.0007252005380551031	0.06237911										
zgc:173693	9.667323	4.1509400274377154e-22	3.981915909979096e-21	0.24890864	LOC101885376	5.948473	2.7065568419447775e-09	2.753350397734894e-08	0.1608963																										cnksr3	3.8321419	0.00012703243423483555	0.0007360598697481248	3.352593										
ckbb	9.655139	4.6752424589079105e-22	4.483153308147884e-21	0.2569713	ppwd1	5.948192	2.711201348406957e-09	2.756956308282709e-08	0.13035692																										tsg101a	3.8311589	0.00012754116122528543	0.0007388367800492268	0.6299166										
golt1bb	9.651184	4.859127947483238e-22	4.65770176411529e-21	0.29259783	tpra	5.9429684	2.7990607239117387e-09	2.84514420541653e-08	0.18715611																										plekha6	3.8304527	0.00012790776917275597	0.0007407893119418442	6.2824464										
tln1	9.6503	4.901214332819948e-22	4.696247647800642e-21	0.21114676	rfwd2	5.942589	2.80555755130889e-09	2.8505920381478975e-08	0.1769156																										foxj3	3.8282788	0.00012904259117559996	0.0007471890945732476	1.0292307										
ncapd3_1	9.649281	4.950178340570399e-22	4.741351558453864e-21	0.5848313	sept7b	5.9411683	2.8299788120794126e-09	2.8729855397063956e-08	0.13654734																										pcxa	3.8247893	0.0001308839479133305	0.0007575010478862947	2.3772845										
cstf3	9.644792	5.171619895031319e-22	4.950557572914359e-21	0.28962326	zgc:174623	5.941143	2.830416130993401e-09	2.8729855397063956e-08	0.23651709																										nadkb	3.8223386	0.0001321920542501363	0.000764718678013828	1.532092										
fam171a1	9.6447735	5.172548585120365e-22	4.950557572914359e-21	0.374928	si:ch1073-159d7.11	5.9411073	2.8310357787739554e-09	2.8729855397063956e-08	0.13247783																										mtmr14	3.82094	0.00013294399804635458	0.0007688911525219022	0.997907										
qars	9.641418	5.344454404641394e-22	5.113133362852717e-21	0.48493892	myl9b	5.940883	2.834902445801073e-09	2.875745232960328e-08	0.2713356																										fam214b	3.816066	0.00013559625247930882	0.0007838689263483291	2.160538										
LOC103910438	9.636123	5.627363020575108e-22	5.381742902469884e-21	0.27967852	si:dkey-19a16.7	5.9402504	2.84587373796228e-09	2.8857067603463802e-08	0.18943997																										zgc:66014	3.811635	0.00013805057817818897	0.0007976892099157411	4.9275885										
elof1	9.6360445	5.631627164665484e-22	5.383766838653891e-21	0.24012098	taf2	5.939845	2.8529170519115912e-09	2.8916788848854004e-08	0.15230535																										whamm	3.8077304	0.0001402480827135082	0.0008100134657365891	0.96890557										
hdac1	9.633013	5.800330768806512e-22	5.542931416351659e-21	0.25340927	cdc42ep4a	5.9393973	2.860713763677552e-09	2.8984095068852675e-08	0.5296013																										si:dkey-151g10.3_1	3.805508	0.00014151345954982106	0.0008166148339882126	0.92650545										
mat2b	9.62604	6.207526204420067e-22	5.9297961829265775e-21	0.4838387	rpn2	5.937063	2.901726744862645e-09	2.9387750540091743e-08	0.328071																										dpysl2a	3.802967	0.00014297334008492836	0.0008246133784097594	0.5066358										
ncaph2	9.624926	6.275256704725274e-22	5.99221274516738e-21	0.2906688	LOC110439581	5.936156	2.917826209424899e-09	2.9538865818030904e-08	0.21305138																										wbp1la	3.8021917	0.00014342167931997781	0.0008270089288784366	0.54217374										
kat5b	9.623296	6.375496536127452e-22	6.0856129540963714e-21	0.22381297	LOC110439308	5.9357233	2.9255321209492008e-09	2.960492052632728e-08	0.29776478																										vapa	3.7953377	0.0001474426586002904	0.0008498040194239776	0.40135786										
tssc4	9.619384	6.622661919665842e-22	6.3167292115047186e-21	0.4287469	znf1117	5.9334984	2.965465711700464e-09	2.999691829276991e-08	0.15400244																										cish	3.7904706	0.00015036215198789478	0.0008664316555697864	1.7524871										
zgc:109986	9.618864	6.6562197440774955e-22	6.3463219515042415e-21	0.61713684	si:ch211-196p9.1	5.932931	2.975742208141726e-09	3.00765944311615e-08	0.27857444																										eml4	3.7900622	0.00015060963307634892	0.0008676582538937628	0.27390325										
pkp4	9.6102915	7.234417270093188e-22	6.894977311488816e-21	0.17232	gtdc1	5.931884	2.994781684002609e-09	3.025683099202314e-08	0.37506166																										rab38b	3.788525	0.00015154427336364984	0.0008724411474812235	2.9311154										
grb10a	9.6073675	7.442714877435083e-22	7.090805439672664e-21	0.3846614	mapk14a_1	5.930529	3.019601725267282e-09	3.049530090473396e-08	0.14943695																										si:ch73-160p18.3	3.7829864	0.00015495783444436934	0.0008914787877398581	0.48796275										
zgc:56596	9.604085	7.683767678005265e-22	7.31767935474468e-21	0.25227153	arf6a	5.93009	3.027685982846303e-09	3.0564630223932917e-08	0.14646356																										pigw	3.7823496	0.0001553550011944597	0.0008935586186187075	1.0353425										
sept10	9.602416	7.809191340605997e-22	7.434302701998857e-21	0.23486482	LOC100535385	5.9298306	3.032476489254602e-09	3.0600666537703645e-08	0.3148357																										sp2	3.7780848	0.00015803907820199564	0.0009083713676246785	0.6899205										
leng1	9.601262	7.897171481619028e-22	7.515205024990985e-21	0.20967177	nasp	5.9293365	3.0416105199625647e-09	3.0680486637175714e-08	0.1361643																										slc35b3	3.7780848	0.00015803907820199564	0.0009083713676246785	1.8936193										
si:dkeyp-84f3.5	9.599036	8.069511840648157e-22	7.676295400291716e-21	0.17462263	foxo4	5.9290137	3.0475972489685174e-09	3.0728508705810485e-08	0.22970267																										LOC103911063	3.7776833	0.00015829403531575852	0.0009096282185292993	6.995133										
psmg3	9.598793	8.0886034427059675e-22	7.691537704661145e-21	0.3560522	setd2	5.9288154	3.0512810583532943e-09	3.0753281467102405e-08	0.1863637																										suclg1	3.7732315	0.0001611465962598154	0.0009258080636829092	0.31179354										
arl6ip1	9.5939665	8.476257973609927e-22	8.054051643916089e-21	0.26951134	bag6	5.928467	3.0577578068681924e-09	3.080617250279667e-08	0.16846327																										sfi1	3.7689738	0.00016392013897027403	0.0009406644238619251	0.6026097										
med14	9.580691	9.639755983161871e-22	9.156124421141927e-21	0.1881525	gabarapb	5.9283047	3.0607848686060024e-09	3.082428023964567e-08	0.14867395																										tmed4	3.767499	0.00016489115855936439	0.0009460200916569072	2.2010803										
LOC110437709	9.578908	9.807607468294904e-22	9.312026090919699e-21	0.3902171	r3hcc1l	5.928184	3.063027559770242e-09	3.083447743502044e-08	0.12688455																										LOC100536038	3.7672844	0.00016503293096084757	0.0009466168072001385	0.7223832										
pik3r2	9.56963	1.0728976790918512e-21	1.0182981152637767e-20	0.22238459	sec24a	5.9271164	3.0830066345523386e-09	3.102314102837773e-08	0.12843174																										cnfn_1	3.765159	0.00016644314005885487	0.0009544872451876587	6.748852										
wdr45b	9.567801	1.0920335820014312e-21	1.0360678942637348e-20	0.36213222	ankrd12	5.926954	3.0860580308166586e-09	3.104138467112776e-08	0.1669991																										si:ch73-170d6.2	3.763996	0.00016721964200134865	0.0009587208477597908	4.1779094										
prkacaa	9.567218	1.0982115768989199e-21	1.0415350505693653e-20	0.19656348	pdrg1	5.9255185	3.113133388080379e-09	3.1301163861060083e-08	0.2589161																										col11a2	3.7637951	0.00016735402545069473	0.0009592718961690176	4.9715447										
mif	9.562027	1.1547301011433697e-21	1.0947225686558134e-20	0.4111738	mapk6	5.9252715	3.117815204722416e-09	3.1335667971761057e-08	0.17292844																										qpctla	3.7631998	0.00016775313949553421	0.0009613397792855649	1.3522481										
fam92a1	9.556956	1.2127093504084854e-21	1.148819825296262e-20	0.35573968	tpi1b	5.922323	3.17424924466184e-09	3.189007277222192e-08	0.14490849																										wu:fi34b01	3.762722	0.00016807400611565298	0.0009629584085245617	0.8522944										
syap1	9.554398	1.2430523809937654e-21	1.1771194175288903e-20	0.23757906	tm9sf1	5.9219055	3.1823278106317183e-09	3.19584250405828e-08	0.20300086																										tm2d2	3.7617736	0.00016871280101014076	0.0009661766210007284	0.19303933										
si:ch211-114c12.2_1	9.552957	1.2604709751954677e-21	1.1931633483477944e-20	0.20028315	znf644a	5.9199934	3.2195494503638424e-09	3.231927373761317e-08	0.14863726																										si:dkeyp-23e4.3	3.7607973	0.0001693726311971428	0.0009697337536746418	6.081975										
slc25a32a	9.550316	1.2930175317394545e-21	1.223509907534208e-20	0.28149086	ncl1	5.9198074	3.2231873003825262e-09	3.2342839420091435e-08	0.16601297																										cap1	3.7606518	0.0001694711112156069	0.0009700156181329686	0.58679724										
fth1a	9.548045	1.3216611658106871e-21	1.250141840838139e-20	0.19814123	hsf2	5.9195924	3.2274089071222478e-09	3.23722415629957e-08	0.14361963																										trpt1	3.7606103	0.00016949925825510262	0.0009700156181329686	0.44710332										
casc3	9.544572	1.366711535936365e-21	1.2922667431075415e-20	0.2364942	si:dkey-23a13.17	5.9188175	3.242642991229927e-09	3.2512035687267745e-08	0.15329361																										frmd8_1	3.7576888	0.00017149000141198975	0.0009807365675092254	0.74450505										
map2k4b	9.543728	1.3778761435749368e-21	1.3023319538027664e-20	0.3777118	znhit3	5.9176655	3.2654369590332934e-09	3.272748613159877e-08	0.13753192																										strip1	3.7572527	0.00017178907748473205	0.0009820260227170255	0.31247258										
zgc:171435	9.540644	1.4194877221969767e-21	1.3411563982129445e-20	0.35381076	eda	5.9168506	3.281645423036773e-09	3.287678823894475e-08	0.63165355																										col2a1a	3.757024	0.00017194593209788437	0.0009826713939729982	1.4405897										
mtdhb	9.533489	1.5208383379968151e-21	1.4363727874991774e-20	0.22063898	si:ch211-269m15.3	5.9156604	3.305469176513447e-09	3.310223347122895e-08	0.21654604																										si:ch73-52e5.2	3.756124	0.00017256515570687007	0.000985985455424756	7.201025										
trmt10b	9.532879	1.5298041371015308e-21	1.4442964407000742e-20	0.594377	med24	5.915561	3.307462072622406e-09	3.310896338352765e-08	0.13152401																										nansb	3.755681	0.00017287077411333747	0.0009875065688069546	6.959783										
cnot11	9.531118	1.5559728512565184e-21	1.4684493783733392e-20	0.46206093	prkdc	5.9154725	3.309243948211525e-09	3.311357636960882e-08	0.20986962																										zmynd11_1	3.7511256	0.0001760425736612385	0.0010051670048730305	1.029322										
ndufa6	9.529706	1.5772884747256512e-21	1.4880057548917265e-20	0.23732139	efhd2	5.915221	3.3142976726804273e-09	3.3150911996571265e-08	-0.00048194264																										LOC110440146	3.7502255	0.00017667566060453516	0.0010083224291241527	0.9857001										
dctd	9.528175	1.6007222599409665e-21	1.5095449273017406e-20	0.5046245	nudt21	5.9145985	3.3268582362744627e-09	3.3263274252275905e-08	0.1695389																										osbpl2b_1	3.7497892	0.00017698323386323756	0.0010098478807229485	6.296476										
si:ch73-368j24.13	9.524835	1.6530527581852212e-21	1.5583084030338758e-20	0.23033269	hdac3	5.9132266	3.354697828833897e-09	3.352825190492443e-08	0.163161																										lbh	3.7429283	0.00018188815408158425	0.0010375986504799707	0.30168286										
cxxc1b_1	9.524611	1.6566075555942253e-21	1.561072367989656e-20	0.3840013	taf1	5.912106	3.377608838610207e-09	3.374377965269169e-08	0.16132571																										gorab	3.7405467	0.00018362044684699404	0.001047242348274574	0.3289401										
nfkbiab	9.522244	1.6947765358165692e-21	1.5964400092738866e-20	0.19011874	zgc:153990	5.909719	3.426916909637868e-09	3.4222748707961275e-08	0.17020328																										trim24	3.7389958	0.00018475677663534306	0.0010534834766017993	0.36929852										
gmnn	9.51428	1.829755740891983e-21	1.722292805152026e-20	0.28298965	csnk1g2a	5.908862	3.444787607147543e-09	3.4387513405320714e-08	0.1578377																										yap1	3.7361019	0.00018689494788432572	0.0010654329687670022	0.6120523										
dnaja1	9.512102	1.8684824525876368e-21	1.7580848782493132e-20	0.24696228	pggt1b	5.9084635	3.4531376408561094e-09	3.4457144946536325e-08	0.18428148																										caprin2	3.7312694	0.00019051731633120187	0.0010858360734783779	0.24633993										
dcaf5	9.511324	1.882509025669463e-21	1.7706180576897096e-20	0.30902004	si:rp71-1d10.8	5.9069753	3.484458776718148e-09	3.475584707410151e-08	0.23438644																										sel1l	3.7307155	0.00019093667654932576	0.0010877315305421362	0.2310535										
gen1	9.5085745	1.9329216606076673e-21	1.8167066973176132e-20	0.37556675	nop9	5.9068108	3.487941038964991e-09	3.4776742276331137e-08	0.18137951																										copg2	3.7288878	0.00019232672869964074	0.0010951526082656055	0.3109897										
atf1_1	9.508573	1.9329596911138892e-21	1.8167066973176132e-20	0.30893964	rhocb_1	5.906275	3.4993042085121676e-09	3.4876166715930816e-08	0.11354308																										pak1	3.7283754	0.00019271806770272963	0.001097131747680359	0.3683993										
nfrkb	9.50726	1.957490185481429e-21	1.8390723009474324e-20	0.24092631	cenph	5.906182	3.5012762903322474e-09	3.488195210392215e-08	0.14396586																										zgc:152830	3.7260077	0.0001945364291624694	0.0011069807340264378	0.19449502										
zgc:110183	9.501818	2.062578889248026e-21	1.9370776484784946e-20	0.20936811	crebzf	5.905492	3.5159663814421962e-09	3.50143874919468e-08	0.16901703																										eef2k	3.72526	0.00019511398992041575	0.0011100152681219114	3.3457468										
psmb2	9.501068	2.077474205820172e-21	1.950335896744885e-20	0.26164138	LOC562770	5.9031234	3.5668284655940272e-09	3.550679996766477e-08	0.12629001																										tmc6b	3.7250938	0.0001952425553868824	0.0011104946433690933	0.44752875										
LOC100329560	9.49862	2.1268944673082166e-21	1.995237152602835e-20	0.2432392	dnajc14	5.900711	3.619378785667549e-09	3.601562073900071e-08	0.18905085																										cx34.4	3.7227676	0.00019705085089456373	0.0011195096619499398	3.4064586										
trib2	9.493888	2.2257494659438067e-21	2.0871917737877837e-20	0.44260824	ufm1	5.898951	3.6581974019639464e-09	3.6387450824455666e-08	0.09973315																										zgc:63569	3.720206	0.00019906032925788366	0.0011299017692885218	0.3364915										
vta1	9.493826	2.227061607019418e-21	2.0876412207011494e-20	0.20764926	spryd4_1	5.8987103	3.6635349286594685e-09	3.642608747393028e-08	0.11158147																										flvcr1	3.716786	0.0002017732787253602	0.0011447824817858486	0.32008624										
eif4ebp1	9.4930725	2.243219604974163e-21	2.1020015932068178e-20	0.22574991	cnot4a	5.8980265	3.6787461653950967e-09	3.6562827669228194e-08	0.1726972																										prodha	3.7156367	0.0002026926880305619	0.001149738610132171	1.0443512										
vezf1b	9.485812	2.4050284508274876e-21	2.2527818814813828e-20	0.22757767	ttll12	5.8964458	3.7141461317151056e-09	3.69000344580146e-08	0.65299034																										xkr9	3.714515	0.0002035937362157658	0.0011543272092251493	10.187465										
fbxl6	9.484985	2.4241754497725465e-21	2.269868577661511e-20	0.172266	dync1i2a	5.895211	3.742025393589603e-09	3.716228546581497e-08	0.13062747																										rhocb_1	3.713781	0.000204185345981171	0.0011574196929814637	0.26562402										
wu:fd06e11	9.480265	2.5363870834779356e-21	2.3740507331761738e-20	0.5797755	znf770	5.894337	3.761878313553728e-09	3.734465022080703e-08	0.14789167																										arpc5b	3.7054455	0.00021101945861596455	0.0011956179361816833	1.1368083										
ppih	9.478963	2.568229154532225e-21	2.402957520996818e-20	0.2892322	phgdh	5.8933115	3.785314757374225e-09	3.756243060504447e-08	0.10556088																										zgc:112433	3.702427	0.0002135468201365837	0.0012093910062231377	8.335384										
LOC402866	9.477634	2.601129711956593e-21	2.4328327373098492e-20	0.3187729	si:ch211-22i13.2	5.8919144	3.81746724410397e-09	3.786649542568664e-08	0.14109649																										cds2	3.7021155	0.00021380928375951689	0.0012106039093553308	0.5313666										
cnot4a	9.47519	2.662751413514788e-21	2.4895384905319537e-20	0.19937228	knstrn	5.8903084	3.854756528847924e-09	3.8221252829154295e-08	0.47937712																										pikfyve	3.700177	0.0002154492092680992	0.0012196137939282238	3.2866743										
eif3jb	9.470062	2.7967647087534396e-21	2.6138592166149784e-20	0.26925105	mtfr2	5.8900614	3.860520927934703e-09	3.826327306429865e-08	0.13928443																										zgc:113162	3.6997406	0.0002158198166260899	0.0012214358824903068	1.81719										
rad50	9.466372	2.8973305808984814e-21	2.7068389243682942e-20	0.31954396	armc1l	5.8887486	3.8913070049360276e-09	3.855171082058887e-08	0.1426879																										si:dkey-184p18.2	3.6985085	0.00021687016698591446	0.0012268263610175879	0.34635487										
